"id","tender_No","type","delivery","department","cbrief","cd","dp","date_Published","brief","closing_Date","compulsory_briefing_session","status","category","description","province","contactPerson","email","telephone","fax","briefingVenue","bf","bc","conditions"
1772,"SCM/NLS00146/21","Request for Quotation",,"South African Forestry Company Limited",false,"Monday, 07 June 2021 - 12:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-07T12:00:00",,"Closed","Services: General","PROVISON FOR INBOUND LOGISTICS (TRANSPORTATION OF ROUND LOGS FOR 0-30KM) TO SAFCOL (ENTABENI PLANTATION)","Limpopo","Moses Gaowelwe","Moses.Gaowelwe@safcol.co.za","013 754 2700","N/A",," NO"," NO","N/A"
1773,"SCM/NLS00144/21","Request for Quotation",,"South African Forestry Company Limited",false,"Monday, 07 June 2021 - 12:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-07T12:00:00",,"Closed","Services: General","PROVISON FOR INBOUND LOGISTICS (TRANSPORTATION OF ROUND LOGS 60-71KM) TO SAFCOL (THATHE VONDO)","Limpopo","Moses Gaowelwe","Moses.Gaowelwe@safcol.co.za","013 754 2700","N/A",," NO"," NO","N/A"
1774,"SCM/NLS00147/21","Request for Quotation",,"South African Forestry Company Limited",false,"Monday, 07 June 2021 - 12:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-07T12:00:00",,"Closed","Services: General","PROVISON FOR HANDLING OF ROUNDLOG LOGS FOR ENTABENI PLANTATION","Limpopo","Moses Gaowelwe","Moses.Gaowelwe@safcol.co.za","013 754 2700","N/A",," NO"," NO","N/A"
1776,"ERAC EMU SG577-35382","Request for Proposal",,"Transnet SOC Ltd",false,"Tuesday, 15 June 2021 - 10:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-15T10:00:00",,"Closed","Services: General","Supply and delivery of various ration packs, on an “as & when” required basis, to the Bayview loco depot and 2279 depot for a period of 24 months","KwaZulu-Natal","N/A","TCPTENDERSRICHARDSBAY@TRANSNET.NET","031 361 4502","N/A",," NO"," NO","N/A"
1777,"WCR 22/2021","Request for Quotation",,"Passenger Rail Agency of South Africa",true,"Monday, 14 June 2021 - 12:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","Tuesday, 08 June 2021 - 13:00","2021-06-14T12:00:00","2021-06-08T13:00:00","Closed","Services: General","APPOINTMENT OF A PROFESSIONAL ARCHITECT AND QUANTITY SURVEYOR FOR THORNTON STATION AND GUEST HOUSE","Western Cape","Qaqamba Kona","qkona@prasa.com","021 449 6432","N/A",," Yes","Yes","N/A"
1778,"SCM/NLS00145/21","Request for Quotation",,"South African Forestry Company Limited",false,"Monday, 07 June 2021 - 12:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-07T12:00:00",,"Closed","Services: General","PROVISON FOR INBOUND LOGISTICS (TRANSPORTATION OF ROUND LOGS FOR 60-70KM  TO SUPPLY WETDECK) TO SAFCOL (THATHE VONDO)","Limpopo","Moses Gaowelwe","Moses.Gaowelwe@safcol.co.za","013 754 2921","N/A",," NO"," NO","N/A"
1781,"TE21-KLP-9HI-02374","Request for Proposal",,"Transnet SOC Ltd",true,"Tuesday, 22 June 2021 - 10:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","Friday, 04 June 2021 - 10:00","2021-06-22T10:00:00","2021-06-04T10:00:00","Closed","Services: General","SUPPLY AND DELIVERY OF UNIFORM CLOTHING FOR SALT RIVER, UITENHAGE & BLOEMFONTEIN","National","Kgomotso mahuma","Kgomotso.mahuma@transnet.net","012 391 1433","N/A",," NO"," NO","N/A"
1782,"iLABS/RFP2021/22:05","Request for Proposal",,"National Research Foundation",false,"Monday, 14 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-14T11:00:00",,"Closed","Services: General","Appointment of a service provider for services related to the collection
and removal of general and industrial waste streams generated at
iThemba LABS Cape Town and the disposal of the collected waste at an
approved waste management facility for a period of 60months as and
when needed.","Western Cape","Julian Fredericks / Khanyisa Maqwara",,"021 843 1000 / 021 843 1379","N/A",," NO"," NO","N/A"
1783,"DFFE-T008(21/22)","Request for Quotation",,"National - Environment, Forestry and Fisheries",true,"Tuesday, 22 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","Wednesday, 09 June 2021 - 10:00","2021-06-22T11:00:00","2021-06-09T10:00:00","Closed","Services: General","APPOINTMENT OF THE PANEL OF SERVICE PROVIDER (S) TO PROVIDE DEEP CLEANING SERVICES AT THE DEPARTMENT OF ENVIRONMENT, FORESTRY AND FISHERIES (DEFF) IN ALL NINE PROVINCES FOR BUILDINGS / FACILITIES, PLANTATIONS, INDIGENOUS NURSERIES AND COMMERCIAL NURSERIES ON “AS AND WHEN” REQUIRED IN COMBATING THE COVID-19 PANDEMIC AND IN TERMS OF THE DISASTER MANAGEMENT REGULATIONS.","National","Emily Babedi/ Georgina Serumula, Jacque Steyn","JSteyn@environment.gov.za","012 399 9080/9047/9018","N/A",," NO"," NO","N/A"
1784,"RFQ/MICT/111/2021","Request for Quotation",,"Media, Information and Communication Technologies Sector Education and training Authority (MICT SETA)",false,"Friday, 04 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-04T11:00:00",,"Closed","Services: General","PROVISION OF SHORT TERM INSURANCE COVER RELATED SERVICES FOR MICT SETA,ASSETS AND BOARD OF DIRECTORS AND OFFICERS AND LIABILITY COVER SERVICES FOR A PERIOD OF THREE(3) YEARS","Gauteng","SCM","rfqs@mict.org.za","011 207 2600","N/A",," NO"," NO","N/A"
1787,"PN24052021 - 001","Request for Information",,"ESKOM",true,"Monday, 14 June 2021 - 10:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","Thursday, 03 June 2021 - 13:00","2021-06-14T10:00:00","2021-06-03T13:00:00","Closed","Services: General","NOTIFICATION OF ENQUIRY ISSUED - Refurbishment of Unit 4 Goods Lift (including Fire & Lobby system and the supply of lift drivers) for a period of 18 months ","Mpumalanga","Presheen Nair","nairp@eskom.co.za","017 615 2437","N/A",," NO"," NO","N/A"
1795,"MPGXC006676","Request for Proposal",,"ESKOM",true,"Tuesday, 06 July 2021 - 10:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","Monday, 07 June 2021 - 09:30","2021-07-06T10:00:00","2021-06-07T09:30:00","Closed","Services: General","THE SUPPLY, DELIVERY AND INSTALLATION OF ONE ACID TANK INCLUDING REPLACEMENT OF PIPEWORK, VALVES, BUND WALLS, FLOORS, SUPPORTING PLINTHS AND REMOVAL OF EXISTING TANK AT KRIEL POWER STATION FOR A PERIOD OF 9 MONTHS","Mpumalanga","A Botha","BothaAB@eskom.co.za","017 615 2653","N/A",," Yes","Yes","N/A"
1797,"10323823","Request for Quotation",,"Passenger Rail Agency of South Africa",false,"Friday, 11 June 2021 - 14:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-11T14:00:00",,"Closed","Services: General","Crane Operation Full Training Course","Western Cape","Rosinah Skisazana","rskisazana@metrorail.co.za","021 449 2095","N/A",," NO"," NO","N/A"
1798,"MPGXC006676","Request for Proposal",,"ESKOM",true,"Tuesday, 06 July 2021 - 10:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","Monday, 07 June 2021 - 09:30","2021-07-06T10:00:00","2021-06-07T09:30:00","Closed","Services: General","THE SUPPLY, DELIVERY AND INSTALLATION OF ONE ACID TANK INCLUDING REPLACEMENT OF PIPEWORK, VALVES, BUND WALLS, FLOORS, SUPPORTING PLINTHS AND REMOVAL OF EXISTING TANK AT KRIEL POWER STATION FOR A PERIOD OF 9 MONTHS","Mpumalanga","A Botha","BothaAB@eskom.co.za","017 615 2653","N/A",," Yes","Yes","N/A"
1799,"RFP 145/2021","Request for Proposal",,"Development Bank of Southern Africa",false,"Wednesday, 23 June 2021 - 23:55","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-23T23:55:00",,"Closed","Services: General","Appointment of an experienced Consultant or Firm to do Corporate Governance review for DBSA.","Gauteng","Mbali Maqekeni","mbaliSCM@dbsa.org","011 313 3868","N/A",," NO"," NO","N/A"
1801,"Q90-2020/21","Request for Quotation",,"City of Tshwane",false,"Wednesday, 09 June 2021 - 10:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-09T10:00:00",,"Closed","Services: General","QUOTATION FOR THE SUPPLY, DELIVERY AND ASSEMBLY OF FURNITURE TO THE DEPARTMENT OF ROADS AND TRANSPORT: LICENSING DIVISION","Gauteng","Lesibe Moakamedi","lesibem@tshwane.gov.za","012 358 7570","N/A",," NO"," NO","N/A"
1802,"COM-OP-065-2020/2021","Request for Quotation",,"Johannesburg Market",true,"Monday, 14 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","Friday, 04 June 2021 - 10:00","2021-06-14T11:00:00","2021-06-04T10:00:00","Closed","Services: General","Appointment of a service provider to operate the CCTV Control room at Joburg Market for a period of 36 months. (Re-Advert)","Gauteng","Nkele Maleka ","tenders@joburgmarket.co.za","011 992 8000","N/A",," Yes","Yes","N/A"
1804,"iLABS/RFQ 2021/22:47","Request for Quotation",,"National Research Foundation",false,"Monday, 14 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-14T11:00:00",,"Closed","Services: General","Supply and Delivery of ISO-KF Vacuum Components.","National","Luyolo Sabsana","scm@tlabs.ac.za","021 843 1000","N/A",," NO"," NO","N/A"
1805,"02/2021-2022","Request for Proposal",,"Competition Commission",false,"Wednesday, 23 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-23T11:00:00",,"Closed","Services: General","APPOINTMENT OF A SERVICE PROVIDER FOR SUPPLY, INSTALLATION AND COMMISSIONING OF DIGITAL FORENSIC LAB SOFTWARE AND HARDWARE","Gauteng","Sylvia Mogorosi","tenders@compcom.co.za","012 394 3200","N/A",," NO"," NO","N/A"
1806,"OVG (03) 2021/22","Request for Proposal",,"Department of Agriculture, Land Reform & Rural Development",true,"Monday, 28 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","Monday, 07 June 2021 - 10:00","2021-06-28T11:00:00","2021-06-07T10:00:00","Closed","Services: General","ACCREDITATION OF A PANEL OF SERVICE PROVIDERS TO RENDER VALUATION SERVICES PER PROVINCE TO THE OFFICE OF THE VALUER GENERAL FOR A PERIOD OF 36 MONTHS","Gauteng","Buti Matjila","Buti.Matjila@dalrrd.gov.za","082 385 4570","N/A",," Yes","Yes","N/A"
1807,"Q82-2020/21","Request for Quotation",,"City of Tshwane",false,"Monday, 07 June 2021 - 10:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-07T10:00:00",,"Closed","Services: General","QUOTATION FOR THE APPOINTMENT OF A SERVICE PROVIDER TO SUPPLY SPECIALISED PERSONAL PROTECTIVE CLOTHING AND EQUIPMENT TO PERFORM MARKETING AND COMMUNICATION SERVICES","Gauteng","Nathi Dlamini","nathid@tshwane.gov.za","012 358 3449","N/A",," NO"," NO","N/A"
1808,"RFP/20/312","Request for Proposal",,"SA Bureau of Standards",true,"Wednesday, 30 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","Friday, 18 June 2021 - 11:00","2021-06-30T11:00:00","2021-06-18T11:00:00","Closed","Services: General","Support Services for the OPEN TEXT LIVE-LINK system","Gauteng","Portia Semenya","Portia.semenya@sabs.co.za","012 428 6179","N/A",," Yes","Yes","N/A"
1809,"Q86-2020/21","Request for Quotation",,"City of Tshwane",false,"Monday, 07 June 2021 - 10:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-07T10:00:00",,"Closed","Services: General","QUOTATION TO APPOINT A SERVICE PROVIDER FOR THE MEASUREMENT, SUPPLY AND DELIVERY OF CHAINSAW OPERATOR CLOTHING TO THE NATURE CONSERVATION OPERATIONS SECTION AND THE RESORTS OPERATIONS SECTION WITHIN THE ENVIRONMENT AND AGRICULTURE MANAGEMENT DEPARTMENT","Gauteng","Phildette Heunis","phildetteh@tshwane.gov.za","012 358 1728","N/A",," NO"," NO","N/A"
1810,"Q66-01--2020/21","Request for Quotation",,"City of Tshwane",false,"Monday, 07 June 2021 - 10:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-07T10:00:00",,"Closed","Services: General","QUOTATION ADVERTISEMENT FOR THE APPOINTMENT OF A SERVICE PROVIDER TO PURCHASE THE CITY OF TSHWANE’S USED OR EMPTY CABLE REELS.","Gauteng","Johan Kachelhoffer","johank@tshwane.gov.za","012 358 6712","N/A",," NO"," NO","N/A"
1811,"ZNB00551/00000/00/PMC/INF/21/T","Request for Quotation",,"Transport",false,"Tuesday, 29 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-29T11:00:00",,"Closed","Services: General","REGRAVELLING OF P277 (KM0+000-KM9+534): VULINDLELA RRTF","KwaZulu-Natal","Trevor Mkhasibe","Trevor.mkhasibe@kzntransport.gov.za","033 940 4797","N/A",," NO"," NO","N/A"
1812,"CORP5416","Request for Quotation",,"ESKOM",true,"Tuesday, 06 July 2021 - 10:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","Monday, 14 June 2021 - 10:00","2021-07-06T10:00:00","2021-06-14T10:00:00","Closed","Services: General","Impala 2nd 132kV Feeder Bay to supply Nseleni- Civil
Works for a period of 6 months.","KwaZulu-Natal","Nomthandazo Khumalo","ntinganb@eskom.co.za","011 800 4709","N/A",," NO"," NO","N/A"
1816,"Q64-01--2020/21","Request for Quotation",,"City of Tshwane",false,"Monday, 07 June 2021 - 10:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-07T10:00:00",,"Closed","Services: General","ADVERTISEMENT: QUOTATION ADVERTISEMENT FOR THE COLLECTION AND PROPER DISPOSAL OF LABORATORY WASTE","Gauteng","Jerry Kutu","jerryk@tshwane.gov.za","012 358 6206","N/A",," NO"," NO","N/A"
1817,"NWHC 01/2021","Request for Proposal",,"North West - North West Housing Corporation",false,"Wednesday, 23 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-23T11:00:00",,"Closed","Services: General","PROVISION OF OFFICE PREMISES IN MAFIKENG.","North West","Kamogelo Segapo ","kbsegapo@nwhc.co.za","(018) 381 0872 / (018) 110 0761","N/A",," NO"," NO","N/A"
1819,"NWHC 02/2021","Request for Proposal",,"North West - North West Housing Corporation",false,"Friday, 25 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-25T11:00:00",,"Closed","Services: General","APPOINTMENT OF A SERVICE PROVIDER TO CONDUCT FEASIBILITY STUDY FOR THE DEVELOPMENT OF MINING CITIES / MEGA CITIES / SMART CITIES AND STUDENT ACCOMODATION AS IDENTIFIED BY NORTH WEST HOUSING CORPORATION","North West","Kamogelo Segapo ","kbsegapo@nwhc.co.za","(018) 381 0872 / (018) 110 0761","N/A",," NO"," NO","N/A"
1824,"RFQ/2021/22/44","Request for Quotation",,"Insurance Sector Education and Training Authority",false,"Friday, 04 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-04T11:00:00",,"Closed","Services: General","APPOINTMENT OF A SERVICE PROVIDER TO REVIEW, ASSESS AND APPROVE LEARNING MATERIAL/S - (SUBJECT MATTER EXPERT/S)","National","SCM Team","rfqs@inseta.org.za","011 381 8900","N/A",," NO"," NO","N/A"
1825,"CTT24601","Request for Quotation",,"PetroSA",false,"Monday, 21 June 2021 - 16:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-21T16:00:00",,"Closed","Services: General","PROVISION OF LNG COMMERCIAL ADVISORY SERVICES TO
PetroSA","National","IMRAN NATHA ","imran.natha@petrosa.co.za","021 929 3267","N/A",," NO"," NO","N/A"
1826,"iLABS/RFQ 2021/22:49","Request for Quotation",,"National Research Foundation",false,"Monday, 14 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-14T11:00:00",,"Closed","Services: General","Supply and Delivery of VAT HV Gate Valves, series 14.0. (Similar or Equivalent).","National","Luyolo Sabsana","scm@tlabs.ac.za","021 843 1000","N/A",," NO"," NO","N/A"
1828,"MNQ/SCM/12/21-22","Request for Quotation",,"Mnquma Local Municipality",false,"Tuesday, 29 June 2021 - 14:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-29T14:00:00",,"Closed","Services: General","Electrification Of Qwanguleni Ext, Ntandathu, Ntshatshonga, Enqileni, Mnyameni, Mnyameni Myeki, Machibe Phesheya Kwediphu Villages:  ","Eastern Cape","Mrs Sipokazi Qwaka","Sqwaka55@gmail.com","047 050 1155","N/A",," NO"," NO","N/A"
1472,"SBD 012/2021 ","Request for Proposal",,"Kwazulu Natal - Community Safety and Liaison",false,"Monday, 28 June 2021 - 11:00","Monday, 31 May 2021","2021-05-31T00:00:00","<not available>","2021-06-28T11:00:00",,"Closed","Services: General","SECURITY SERVICES FOR A PERIOD OF 36 MONTHS AT HEAD OFFICE & PARKING BAY ","KwaZulu-Natal","Andrew David ","Andrew.david@comsafety.gov.za","033 341 9300 ","N/A",," NO"," NO","N/A"
1480,"SBD 014/2021 ","Request for Proposal",,"Kwazulu Natal - Community Safety and Liaison",false,"Monday, 28 June 2021 - 11:00","Monday, 31 May 2021","2021-05-31T00:00:00","<not available>","2021-06-28T11:00:00",,"Closed","Services: General","SECURITY SERVICES FOR A PERIOD OF 36 MONTHS AT DURBAN WEST DISTRICT OFFICE ","KwaZulu-Natal","Andrew David ","Andrew.david@comsafety.gov.za","033 341 9300 ","N/A",," NO"," NO","N/A"
1484,"SBD 013/2021 ","Request for Proposal",,"Kwazulu Natal - Community Safety and Liaison",false,"Monday, 28 June 2021 - 11:00","Monday, 31 May 2021","2021-05-31T00:00:00","<not available>","2021-06-28T11:00:00",,"Closed","Services: General","SECURITY SERVICES FOR A PERIOD OF 36 MONTHS AT DURBAN NORTH DISTRICT OFFICE ","KwaZulu-Natal","Andrew David ","Andrew.david@comsafety.gov.za","033 341 9300 ","N/A",," NO"," NO","N/A"
1487,"SBD 015/2021 ","Request for Proposal",,"Kwazulu Natal - Community Safety and Liaison",false,"Tuesday, 29 June 2021 - 11:00","Monday, 31 May 2021","2021-05-31T00:00:00","<not available>","2021-06-29T11:00:00",,"Closed","Services: General","SECURITY SERVICES FOR A PERIOD OF 36 MONTHS AT HARRY GWALA DISTRICT OFFICE ","KwaZulu-Natal","Andrew David ","Andrew.david@comsafety.gov.za","033 341 9300 ","N/A",," NO"," NO","N/A"
1510,"SBD 021/2021 ","Request for Proposal",,"Kwazulu Natal - Community Safety and Liaison",false,"Wednesday, 30 June 2021 - 11:00","Monday, 31 May 2021","2021-05-31T00:00:00","<not available>","2021-06-30T11:00:00",,"Closed","Services: General","SECURITY SERVICES FOR A PERIOD OF 36 MONTHS AT UMKHANKUDE DISTRCIT ","KwaZulu-Natal","Andrew David ","Andrew.david@comsafety.gov.za","033 341 9300 ","N/A",," NO"," NO","N/A"
1514,"SBD 018/2021 ","Request for Proposal",,"Kwazulu Natal - Community Safety and Liaison",false,"Tuesday, 29 June 2021 - 11:00","Monday, 31 May 2021","2021-05-31T00:00:00","<not available>","2021-06-29T11:00:00",,"Closed","Services: General","SECURITY SERVICES FOR A PERIOD OF 36 MONTHS AT AMAJUBA DISTRICT OFFICE ","KwaZulu-Natal","Andrew David ","Andrew.david@comsafety.gov.za","033 341 9300 ","N/A",," NO"," NO","N/A"
1515,"SBD 020/2021 ","Request for Proposal",,"Kwazulu Natal - Community Safety and Liaison",false,"Wednesday, 30 June 2021 - 11:00","Monday, 31 May 2021","2021-05-31T00:00:00","<not available>","2021-06-30T11:00:00",,"Closed","Services: General","SECURITY SERVICES FOR A PERIOD OF 36 MONTHS AT ILEMBE DISTRICT OFFICE ","KwaZulu-Natal","Andrew David ","Andrew.david@comsafety.gov.za","033 341 9300 ","N/A",," NO"," NO","N/A"
